Order Date,Customer Name,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Payment Mode
27-09-2025,Divij Raj,Kitchen,Cookware Set,Cookware Set Neque,2,60597,10,109074.6,18050.54,COD
23-05-2024,Ehsaan Talwar,Toys,Doll,Doll Error,2,71880,20,115008,24997.52,Credit Card
10-02-2024,Sara Sanghvi,Sports,Yoga Mat,Yoga Mat Aliquid,3,2465,20,5916,1167.71,Net Banking
05-07-2024,Sana Raju,Books,Non-Fiction,Non-Fiction Error,1,38191,20,30552.8,5245.56,COD
11-02-2025,Kismat Rau,Furniture,Chair,Chair Cumque,5,24539,10,110425.5,13001.74,Credit Card
17-08-2024,Anahita Dasgupta,Groceries,Wheat,Wheat Possimus,5,9427,5,44778.25,4569.89,UPI
14-12-2023,Renee Talwar,Electronics,Camera,Camera Sit,3,66689,20,160053.6,24508.62,Credit Card
28-12-2024,Kabir Srinivasan,Furniture,Chair,Chair Repellendus,4,13734,10,49442.4,9561.05,Credit Card
18-05-2025,Ira Dash,Toys,Doll,Doll Ab,3,35732,10,96476.4,16942.74,Debit Card
08-10-2024,Miraan Chokshi,Home Decor,Vase,Vase Ducimus,3,4037,20,9688.8,1864.06,Credit Card
11-03-2024,Aaina Chandran,Electronics,Headphones,Headphones A,3,15350,5,43747.5,8556.76,UPI
16-10-2023,Kiara Sarkar,Beauty,Perfume,Perfume Fugiat,2,38626,20,61801.6,12862.56,UPI
02-05-2024,Ojas Konda,Sports,Dumbbells,Dumbbells Cum,1,67700,20,54160,7072.49,UPI
22-05-2025,Dhruv Lad,Electronics,Smartwatch,Smartwatch Necessitatibus,3,63256,0,189768,44301.36,Credit Card
23-06-2025,Chirag Karan,Toys,RC Car,RC Car Totam,4,43927,10,158137.2,22593.71,Debit Card
24-12-2024,Suhana Bala,Kitchen,Cookware Set,Cookware Set Commodi,1,10891,5,10346.45,1096.09,COD
22-04-2024,Riaan Rajagopal,Kitchen,Refrigerator,Refrigerator Tempore,3,63114,0,189342,32965.52,COD
20-05-2024,Aradhya Sane,Clothing,Kids Wear,Kids Wear Harum,1,18112,15,15395.2,3538.69,Debit Card
09-09-2024,Badal Banik,Electronics,Smartwatch,Smartwatch Neque,2,18606,20,29769.6,4563.5,Debit Card
22-01-2024,Alisha Tata,Books,Comics,Comics Illo,4,7591,10,27327.6,4109.63,Debit Card
12-01-2025,Gokul Bora,Clothing,Kids Wear,Kids Wear Nobis,1,64517,10,58065.3,6649.68,UPI
07-06-2025,Dishani Tiwari,Kitchen,Cookware Set,Cookware Set Ea,3,34872,0,104616,23985.99,UPI
30-10-2023,Reyansh Bassi,Kitchen,Refrigerator,Refrigerator Cumque,5,68467,0,342335,20449.81,UPI
16-02-2024,Biju Sur,Sports,Football,Football Dolore,2,44464,0,88928,6803.49,COD
31-12-2024,Renee Gole,Electronics,Camera,Camera Tempora,1,34220,20,27376,6620.01,Net Banking
07-10-2024,Shanaya Kant,Home Decor,Vase,Vase Ullam,1,26431,15,22466.35,1244.25,UPI
20-07-2025,Shlok Thakkar,Furniture,Sofa,Sofa Sed,3,32377,0,97131,11165.69,COD
13-01-2024,Jiya Mammen,Furniture,Bed,Bed Culpa,1,12016,10,10814.4,641.61,COD
17-02-2024,Darshit Wali,Kitchen,Cookware Set,Cookware Set In,3,8027,5,22876.95,4882.74,COD
14-04-2024,Kartik Dayal,Home Decor,Clock,Clock Voluptates,2,36054,5,68502.6,16746.83,Credit Card
21-01-2024,Rohan Karnik,Home Decor,Vase,Vase Enim,5,19221,15,81689.25,4493.85,Net Banking
14-02-2025,Priyansh Barman,Electronics,Laptop,Laptop Magnam,1,53001,0,53001,7914.39,Credit Card
16-08-2024,Rohan Dayal,Home Decor,Wall Art,Wall Art Ipsa,1,40814,0,40814,7510.69,UPI
29-06-2024,Jiya Agarwal,Clothing,Shoes,Shoes Neque,2,71859,20,114974.4,7335.38,COD
05-07-2024,Divit Date,Sports,Tennis Racket,Tennis Racket Quod,4,42753,15,145360.2,19340.21,UPI
20-10-2023,Madhup Dasgupta,Sports,Cricket Bat,Cricket Bat Cum,4,31285,15,106369,16821.06,COD
12-10-2024,Nirvi Sharma,Furniture,Bed,Bed Natus,3,66377,20,159304.8,28378.16,COD
06-12-2024,Krish Ghosh,Sports,Cricket Bat,Cricket Bat Cumque,1,41325,10,37192.5,4467.92,UPI
16-08-2025,Prerak Jha,Books,Biography,Biography Sequi,5,71204,5,338219,74570.86,Net Banking
03-08-2025,Eva Brar,Electronics,Smartwatch,Smartwatch Corrupti,5,76499,10,344245.5,71278.79,Net Banking
27-08-2024,Nayantara Sura,Kitchen,Microwave,Microwave Provident,4,15315,10,55134,8566.21,Debit Card
15-07-2025,Shayak Verma,Kitchen,Microwave,Microwave Eveniet,2,11094,10,19969.2,4050.75,COD
15-09-2024,Ayesha Sibal,Home Decor,Wall Art,Wall Art Voluptate,2,37711,0,75422,3784.17,Net Banking
11-05-2024,Shray Amble,Toys,Board Game,Board Game Eveniet,4,30120,20,96384,6183.22,UPI
07-02-2025,Indranil Banik,Electronics,Laptop,Laptop Deleniti,3,1789,15,4561.95,782.34,COD
27-03-2025,Kabir Ratta,Furniture,Sofa,Sofa Adipisci,2,27120,0,54240,3084.99,UPI
04-09-2024,Nitya Chowdhury,Groceries,Spices,Spices Tenetur,4,13276,0,53104,4194.64,Credit Card
08-07-2024,Kabir Sastry,Beauty,Perfume,Perfume Debitis,3,1578,15,4023.9,866.73,Net Banking
22-05-2024,Vivaan Kumer,Kitchen,Juicer,Juicer Delectus,5,16068,15,68289,11639.76,UPI
28-08-2024,Vedika Tank,Sports,Cricket Bat,Cricket Bat Facilis,4,37969,10,136688.4,26268.67,Net Banking
11-03-2025,Armaan Sibal,Home Decor,Lamp,Lamp Omnis,4,41958,10,151048.8,8095.62,Credit Card
29-04-2025,Amira Chandran,Electronics,Laptop,Laptop Porro,3,79414,10,214417.8,20422.84,Debit Card
27-11-2024,Abram Mani,Sports,Football,Football Architecto,4,56787,15,193075.8,18580.58,COD
26-06-2024,Rasha Dar,Kitchen,Juicer,Juicer Quis,4,15661,5,59511.8,4290.49,Net Banking
08-04-2024,Krish Gulati,Beauty,Foundation,Foundation Velit,4,55121,15,187411.4,36536.59,Credit Card
23-05-2025,Aaryahi Bhatia,Furniture,Chair,Chair Voluptatum,4,57942,15,197002.8,32957.34,COD
24-09-2025,Ivana Saraf,Kitchen,Refrigerator,Refrigerator Ipsa,3,22966,0,68898,10901.64,Net Banking
26-10-2023,Divyansh Sarraf,Toys,Action Figure,Action Figure Iure,3,43825,15,111753.75,7213.9,Credit Card
03-08-2025,Manikya Halder,Electronics,Headphones,Headphones Corporis,5,19186,5,91133.5,9314.46,Credit Card
24-08-2024,Ritvik Kapadia,Sports,Dumbbells,Dumbbells Est,3,52078,20,124987.2,11868.47,Net Banking
23-09-2024,Anya Dua,Groceries,Oil,Oil Iusto,4,49022,5,186283.6,39618.09,Net Banking
15-04-2024,Charvi Gokhale,Kitchen,Cookware Set,Cookware Set Hic,1,28684,20,22947.2,4436.45,COD
13-06-2024,Nakul Sura,Home Decor,Lamp,Lamp Molestiae,4,67475,5,256405,59425.58,UPI
11-10-2023,Nayantara Majumdar,Sports,Football,Football Nostrum,5,29646,0,148230,9688.02,Net Banking
15-06-2024,Jhanvi Chaudhuri,Furniture,Cabinet,Cabinet Quaerat,3,43133,10,116459.1,19989.21,Credit Card
06-08-2024,Samaira Gara,Beauty,Perfume,Perfume Porro,5,27702,10,124659,26106.42,UPI
11-11-2023,Saanvi Konda,Home Decor,Cushion,Cushion Quos,4,456,10,1641.6,198.27,Net Banking
31-08-2024,Jiya Tella,Kitchen,Mixer Grinder,Mixer Grinder Aliquid,1,79297,0,79297,10225.74,UPI
10-11-2024,Piya Sura,Kitchen,Refrigerator,Refrigerator Minima,2,55685,5,105801.5,24399.43,UPI
07-01-2025,Amira Gupta,Kitchen,Microwave,Microwave Ad,1,8039,20,6431.2,803.22,Net Banking
13-11-2024,Pihu Chana,Home Decor,Wall Art,Wall Art Reprehenderit,2,22703,20,36324.8,3116.14,UPI
04-02-2024,Saira Dara,Clothing,Shoes,Shoes At,2,39004,20,62406.4,9123.67,Credit Card
19-08-2025,Divit Kumar,Books,Textbook,Textbook Labore,3,47015,5,133992.75,11478.75,UPI
27-09-2024,Kashvi Kapoor,Electronics,Mobile,Mobile Dolorem,1,30002,20,24001.6,3933.68,UPI
03-07-2024,Shaan Dube,Sports,Yoga Mat,Yoga Mat Eaque,1,14626,15,12432.1,1605.82,COD
01-01-2024,Jayant Dugar,Furniture,Table,Table Laudantium,5,29488,0,147440,23444.45,Debit Card
30-05-2024,Vihaan Salvi,Kitchen,Cookware Set,Cookware Set Voluptatem,3,28862,15,73598.1,6355.73,Net Banking
11-05-2025,Ryan Goswami,Groceries,Sugar,Sugar Iste,4,3967,15,13487.8,3316.26,UPI
10-12-2023,Drishya Doshi,Beauty,Perfume,Perfume Aspernatur,4,27946,0,111784,12439.05,Credit Card
01-01-2025,Ojas Chakraborty,Groceries,Sugar,Sugar Quam,1,55905,20,44724,11011.43,Debit Card
12-08-2025,Farhan Bajaj,Kitchen,Microwave,Microwave Quas,1,38764,15,32949.4,2584.71,Debit Card
14-08-2025,Prisha Yohannan,Clothing,Women's Wear,Women's Wear Perspiciatis,5,15036,10,67662,6107.12,Credit Card
25-02-2024,Aradhya Rout,Beauty,Shampoo,Shampoo Molestiae,2,66296,15,112703.2,27945.83,Debit Card
18-09-2024,Madhup Sem,Toys,RC Car,RC Car Qui,5,27902,10,125559,20223.06,Debit Card
20-03-2024,Inaaya  Mannan,Sports,Cricket Bat,Cricket Bat Ullam,4,16273,20,52073.6,6809.53,Debit Card
13-06-2024,Indranil Suresh,Toys,Puzzle,Puzzle Perspiciatis,4,78241,0,312964,26867.45,Credit Card
20-12-2024,Madhup Banerjee,Toys,RC Car,RC Car Nihil,5,55215,5,262271.25,60529.81,Net Banking
14-02-2025,Ranbir Shenoy,Electronics,Laptop,Laptop Repudiandae,4,25647,10,92329.2,11027.3,UPI
25-11-2024,Ehsaan Mahal,Kitchen,Cookware Set,Cookware Set A,4,52353,10,188470.8,33416.79,UPI
01-10-2024,Taimur Dewan,Furniture,Bed,Bed Tenetur,2,39647,5,75329.3,15386.06,Net Banking
31-12-2023,Yasmin Sankar,Furniture,Bed,Bed Soluta,3,31790,20,76296,8592.07,Net Banking
08-04-2025,Rati Thaker,Groceries,Wheat,Wheat Temporibus,2,35707,15,60701.9,10337.93,Credit Card
01-09-2025,Stuvan Tiwari,Beauty,Lipstick,Lipstick Voluptate,3,30776,5,87711.6,16777.27,Debit Card
11-05-2024,Raghav Yogi,Kitchen,Cookware Set,Cookware Set Consequatur,4,46347,0,185388,21047.84,Credit Card
06-11-2024,Abram Sura,Sports,Cricket Bat,Cricket Bat Iure,3,53954,0,161862,21216.11,Credit Card
29-08-2025,Ishaan Bhatnagar,Groceries,Wheat,Wheat Doloremque,3,21273,20,51055.2,10598.53,Credit Card
28-09-2025,Vidur Hans,Toys,RC Car,RC Car Tempora,2,55763,15,94797.1,14126.94,UPI
26-05-2024,Divij Kamdar,Books,Comics,Comics Dignissimos,4,57031,15,193905.4,17820.36,Credit Card
29-12-2024,Dishani Sane,Electronics,Laptop,Laptop Voluptatem,4,64662,0,258648,33868.65,Net Banking
22-03-2024,Nitya Chatterjee,Home Decor,Cushion,Cushion Deserunt,1,39720,20,31776,5637.75,Debit Card
07-08-2024,Zaina Sastry,Clothing,Men's Wear,Men's Wear Voluptates,2,75270,0,150540,31539.13,COD
26-08-2025,Jhanvi Sidhu,Books,Comics,Comics Debitis,4,19187,15,65235.8,4736.87,Credit Card
23-09-2025,Shray Seth,Sports,Yoga Mat,Yoga Mat Ipsam,5,22158,0,110790,8082.14,Credit Card
01-01-2024,Ela Wadhwa,Books,Comics,Comics Nostrum,2,33681,0,67362,9850.54,Net Banking
21-05-2025,Nirvaan Ramanathan,Clothing,Kids Wear,Kids Wear Ipsam,5,32102,5,152484.5,16563.9,UPI
09-08-2025,Kiara Dani,Furniture,Cabinet,Cabinet Aliquid,4,69025,5,262295,43946.95,Credit Card
05-06-2025,Riaan Malhotra,Home Decor,Clock,Clock Excepturi,2,29802,0,59604,5941.58,Debit Card
27-02-2025,Dishani Thaman,Beauty,Face Cream,Face Cream Dolorum,4,70931,15,241165.4,40413.38,Credit Card
01-04-2025,Dhanush Thaker,Toys,Action Figure,Action Figure Qui,2,1129,0,2258,437.78,Debit Card
20-01-2024,Kavya Sangha,Furniture,Cabinet,Cabinet Quo,2,75247,0,150494,27592.81,UPI
27-07-2024,Arhaan Dalal,Groceries,Oil,Oil Hic,1,38320,10,34488,6757.01,COD
04-03-2025,Nitara Singhal,Clothing,Shoes,Shoes Iusto,2,53249,20,85198.4,11263.07,Debit Card
23-04-2024,Vanya Choudhury,Beauty,Lipstick,Lipstick Atque,3,46270,20,111048,10218.39,UPI
29-05-2025,Aradhya Atwal,Home Decor,Clock,Clock Beatae,4,27248,5,103542.4,12563.32,Debit Card
21-09-2024,Kartik Goyal,Furniture,Sofa,Sofa Ducimus,2,36932,5,70170.8,17213.64,Credit Card
20-08-2024,Emir Tak,Groceries,Spices,Spices Consectetur,5,18389,0,91945,10926.62,COD
05-11-2023,Raunak Sankar,Clothing,Women's Wear,Women's Wear Alias,5,14946,20,59784,12405.11,Debit Card
04-03-2025,Yashvi Gade,Groceries,Spices,Spices Quam,4,9616,0,38464,7110.4,UPI
21-10-2023,Amani Madan,Beauty,Lipstick,Lipstick Amet,1,79998,10,71998.2,5443.8,Credit Card
25-03-2025,Raunak Badami,Home Decor,Clock,Clock Repellendus,4,58740,20,187968,44491.13,Net Banking
07-12-2024,Piya Rout,Groceries,Oil,Oil Illo,2,25518,0,51036,4992.62,COD
11-05-2024,Anvi Sehgal,Beauty,Face Cream,Face Cream Voluptatum,5,34673,10,156028.5,23506.05,Credit Card
15-12-2023,Baiju Goel,Sports,Yoga Mat,Yoga Mat Suscipit,3,70082,15,178709.1,14873.82,COD
14-10-2024,Himmat Ratta,Books,Textbook,Textbook Totam,3,18201,0,54603,7129.22,Debit Card
18-05-2025,Sara Sidhu,Books,Non-Fiction,Non-Fiction Rem,4,59487,10,214153.2,44895.67,COD
02-02-2024,Drishya Bahl,Sports,Cricket Bat,Cricket Bat Ratione,4,47183,0,188732,29552.34,COD
21-03-2024,Heer Cheema,Toys,Doll,Doll Sit,1,17904,0,17904,2671.04,Credit Card
14-04-2024,Siya Ahuja,Books,Fiction,Fiction Accusamus,3,72148,0,216444,15676.05,UPI
04-12-2023,Shaan Brahmbhatt,Clothing,Women's Wear,Women's Wear Sequi,5,60301,10,271354.5,29546.39,Debit Card
26-01-2025,Stuvan Krish,Beauty,Foundation,Foundation Excepturi,3,57840,5,164844,38325.73,Net Banking
02-12-2024,Sahil Deshpande,Groceries,Rice,Rice Officia,4,3166,20,10131.2,758.31,Credit Card
22-05-2024,Vanya Sekhon,Books,Comics,Comics Nulla,2,60662,5,115257.8,13502.63,Net Banking
14-05-2024,Prerak Sarkar,Clothing,Kids Wear,Kids Wear Nostrum,5,36207,20,144828,19373.73,Credit Card
06-09-2024,Trisha Dugar,Books,Textbook,Textbook Quae,2,38918,5,73944.2,14106.37,Debit Card
05-02-2024,Rati Karan,Books,Textbook,Textbook Quo,5,35494,10,159723,21166.83,Net Banking
15-08-2024,Renee Dhar,Books,Biography,Biography Animi,5,23933,5,113681.75,17312.94,COD
17-11-2024,Krish Subramaniam,Groceries,Rice,Rice Doloremque,5,18658,20,74632,14566.03,Credit Card
16-05-2025,Adah D’Alia,Clothing,Kids Wear,Kids Wear Iste,3,41018,0,123054,8004.32,Credit Card
29-08-2025,Rhea Savant,Beauty,Perfume,Perfume Minus,3,21252,20,51004.8,4226.24,Credit Card
05-10-2024,Sahil Srivastava,Groceries,Wheat,Wheat Ullam,2,38122,0,76244,17850.18,COD
03-07-2024,Inaaya  Zacharia,Beauty,Shampoo,Shampoo Voluptatem,3,65725,15,167598.75,16849.96,Net Banking
18-06-2025,Elakshi Suresh,Kitchen,Cookware Set,Cookware Set Corporis,1,60692,0,60692,12144.4,UPI
27-01-2025,Anahita Halder,Sports,Cricket Bat,Cricket Bat Dignissimos,1,37181,0,37181,7137.9,COD
08-02-2025,Miraya Trivedi,Home Decor,Cushion,Cushion Velit,5,21701,15,92229.25,5253.64,COD
29-12-2024,Anya Sagar,Toys,Puzzle,Puzzle Hic,2,40032,5,76060.8,7298.68,UPI
02-01-2024,Arhaan Bhatnagar,Beauty,Shampoo,Shampoo Vero,1,6543,0,6543,424.27,Net Banking
02-06-2024,Fateh Khanna,Beauty,Perfume,Perfume Itaque,4,59012,0,236048,19600.82,COD
26-11-2024,Yuvraj  Madan,Toys,RC Car,RC Car Exercitationem,4,13363,15,45434.2,9134.44,COD
11-09-2024,Kartik Bedi,Kitchen,Refrigerator,Refrigerator Aliquam,3,48616,20,116678.4,14084.13,Credit Card
06-04-2025,Indranil Handa,Books,Fiction,Fiction Eaque,1,26132,0,26132,2268.91,UPI
03-05-2024,Zaina Kadakia,Home Decor,Lamp,Lamp Veritatis,5,61732,10,277794,35313.13,COD
17-08-2024,Vardaniya Sethi,Books,Biography,Biography Repellat,3,12256,10,33091.2,2875.01,Credit Card
28-10-2024,Siya Hora,Furniture,Chair,Chair Vero,4,2901,15,9863.4,1198.77,COD
23-01-2025,Shlok Bajwa,Clothing,Accessories,Accessories Eligendi,1,28655,10,25789.5,5686.13,Net Banking
01-06-2025,Siya Chad,Toys,Doll,Doll Dignissimos,2,16766,20,26825.6,6020.63,COD
20-01-2025,Vardaniya Master,Furniture,Bed,Bed Tenetur,4,74890,0,299560,30319.01,Credit Card
30-12-2024,Stuvan Apte,Furniture,Sofa,Sofa Tempora,5,78400,15,333200,72215.26,COD
26-02-2024,Ranbir Kara,Toys,Doll,Doll Quae,3,53443,5,152312.55,8913.05,Debit Card
24-10-2023,Yashvi Sankaran,Kitchen,Refrigerator,Refrigerator Quae,2,45753,5,86930.7,4380.43,COD
24-07-2025,Tushar Goel,Sports,Cricket Bat,Cricket Bat Inventore,3,47663,0,142989,29454.77,COD
26-10-2024,Taimur Mann,Kitchen,Juicer,Juicer Commodi,2,69740,20,111584,12090.26,Debit Card
24-07-2024,Kiaan Wable,Sports,Yoga Mat,Yoga Mat Repellat,1,23482,5,22307.9,2350.07,COD
25-10-2023,Jiya Vyas,Home Decor,Cushion,Cushion Et,2,47485,0,94970,12609.38,COD
03-07-2024,Abram Chaudhary,Sports,Yoga Mat,Yoga Mat Rerum,1,30547,20,24437.6,1504.09,COD
13-11-2024,Yakshit Singh,Sports,Dumbbells,Dumbbells Cumque,3,79296,0,237888,55089.14,UPI
11-04-2025,Mannat Sandal,Toys,Puzzle,Puzzle Laborum,4,43841,20,140291.2,15960.84,Net Banking
11-07-2024,Jayan Walla,Books,Biography,Biography Doloribus,5,61062,20,244248,35178.03,Net Banking
18-12-2024,Azad Issac,Furniture,Chair,Chair Dolor,1,38588,10,34729.2,2648.1,UPI
31-07-2025,Uthkarsh Bahl,Furniture,Bed,Bed Praesentium,2,13018,0,26036,4611.76,Net Banking
28-10-2023,Hunar Dora,Groceries,Spices,Spices Dolore,2,63094,5,119878.6,17242.69,COD
02-10-2024,Nirvi Kunda,Clothing,Men's Wear,Men's Wear Quia,1,32692,10,29422.8,5974.92,COD
10-07-2025,Dhanush Karpe,Books,Non-Fiction,Non-Fiction Quo,1,47091,5,44736.45,10667.21,Credit Card
09-07-2025,Vaibhav Keer,Electronics,Laptop,Laptop Facilis,4,37965,0,151860,9477.24,COD
21-05-2025,Arnav Chakrabarti,Toys,Board Game,Board Game Accusantium,1,32354,5,30736.3,3811.01,UPI
30-03-2025,Badal Din,Beauty,Shampoo,Shampoo Cumque,4,445,5,1691,358.78,Credit Card
13-03-2025,Onkar Vasa,Home Decor,Clock,Clock Repudiandae,1,32556,15,27672.6,4234.91,Net Banking
24-03-2024,Mannat Barad,Electronics,Headphones,Headphones Aliquam,4,40124,15,136421.6,19061.19,COD
12-11-2024,Bhavin Gill,Beauty,Face Cream,Face Cream Quod,4,65371,5,248409.8,48897.74,COD
24-09-2024,Jivin Sarkar,Toys,Doll,Doll Amet,5,43156,0,215780,49195.96,COD
03-01-2025,Renee Sen,Sports,Cricket Bat,Cricket Bat Voluptatem,2,32871,20,52593.6,8592.82,Credit Card
17-12-2023,Aaryahi Khare,Clothing,Shoes,Shoes Ratione,4,56993,10,205174.8,33028.02,COD
06-05-2024,Prisha Chand,Sports,Yoga Mat,Yoga Mat Molestiae,1,51149,10,46034.1,3886.96,COD
12-11-2024,Pranay Dash,Clothing,Women's Wear,Women's Wear Sit,5,74691,0,373455,47947.78,COD
02-12-2023,Navya Deshpande,Clothing,Accessories,Accessories Pariatur,5,59691,5,283532.25,43006.04,Debit Card
24-07-2025,Lakshit Keer,Kitchen,Cookware Set,Cookware Set Sequi,5,27714,15,117784.5,21282.16,UPI
08-04-2024,Eva Devan,Home Decor,Lamp,Lamp Adipisci,1,19094,15,16229.9,1241.6,Credit Card
30-03-2025,Renee Bhatt,Clothing,Shoes,Shoes Numquam,3,69544,5,198200.4,22915.35,Debit Card
10-12-2023,Kimaya Mander,Beauty,Lipstick,Lipstick Vitae,4,45913,5,174469.4,9344.72,Debit Card
09-03-2024,Darshit Kamdar,Home Decor,Lamp,Lamp Culpa,4,36107,15,122763.8,27355.49,Debit Card
01-06-2024,Bhavin Ray,Furniture,Sofa,Sofa Aperiam,1,3801,10,3420.9,205,Credit Card
18-06-2024,Bhavin Mani,Groceries,Spices,Spices Itaque,1,57929,15,49239.65,7740.55,COD
02-07-2024,Madhup Hayer,Groceries,Wheat,Wheat Molestiae,5,21407,10,96331.5,12981.09,Net Banking
14-05-2024,Abram Datta,Home Decor,Lamp,Lamp Nostrum,4,46703,5,177471.4,28394.16,Credit Card
24-01-2025,Anay Gopal,Beauty,Lipstick,Lipstick Deserunt,1,30391,15,25832.35,2886.23,UPI
12-11-2024,Dishani Luthra,Home Decor,Vase,Vase Commodi,5,51544,10,231948,13321.02,Credit Card
10-10-2024,Vanya Bose,Toys,RC Car,RC Car Explicabo,2,15156,10,27280.8,6486.86,Credit Card
03-01-2025,Kimaya Atwal,Kitchen,Cookware Set,Cookware Set Consequatur,1,4842,0,4842,1158.75,Net Banking
22-04-2025,Jivin Shukla,Toys,Puzzle,Puzzle Unde,4,47431,15,161265.4,9602.02,Debit Card
12-04-2024,Lagan Kothari,Sports,Football,Football Vel,1,4254,5,4041.3,378.57,Net Banking
17-01-2024,Elakshi Koshy,Groceries,Sugar,Sugar Quis,2,66728,20,106764.8,25571.79,COD
12-12-2024,Pihu Gaba,Clothing,Kids Wear,Kids Wear Sapiente,4,34919,5,132692.2,8957.49,COD
18-03-2024,Krish Gole,Sports,Cricket Bat,Cricket Bat Blanditiis,2,69831,15,118712.7,6713.08,COD
10-02-2025,Saksham Hayre,Books,Textbook,Textbook Expedita,5,16738,10,75321,15368.06,UPI
23-09-2024,Hazel Kulkarni,Furniture,Cabinet,Cabinet Dolor,1,27395,10,24655.5,2317.42,Net Banking
10-02-2024,Bhavin Dasgupta,Groceries,Sugar,Sugar Tempora,4,36193,20,115817.6,11661.58,COD
25-09-2024,Biju Chada,Sports,Football,Football Saepe,3,1189,5,3388.65,236.43,Net Banking
08-07-2025,Reyansh Deol,Books,Comics,Comics Corrupti,1,9126,10,8213.4,871.79,UPI
16-12-2023,Uthkarsh Sen,Sports,Tennis Racket,Tennis Racket Excepturi,4,42688,20,136601.6,16886.7,Net Banking
04-07-2025,Jivin Iyengar,Electronics,Laptop,Laptop Voluptatum,5,57067,5,271068.25,23095.88,Debit Card
02-06-2025,Shlok Vaidya,Kitchen,Refrigerator,Refrigerator Explicabo,4,41620,0,166480,32961.75,UPI
16-11-2024,Faiyaz Borde,Electronics,Laptop,Laptop Adipisci,1,37428,5,35556.6,2974.74,COD
13-12-2024,Arhaan Dhillon,Furniture,Bed,Bed Reprehenderit,3,17042,15,43457.1,10061.05,Credit Card
08-03-2025,Jayant Sachar,Toys,Doll,Doll Omnis,2,72925,20,116680,10906.98,UPI
09-07-2025,Romil Iyengar,Groceries,Oil,Oil Provident,5,42402,10,190809,26049.57,Credit Card
28-07-2024,Seher Agate,Home Decor,Vase,Vase Ex,3,62626,0,187878,13928.71,COD
11-12-2024,Samarth Chand,Books,Comics,Comics Laboriosam,1,27474,0,27474,4052.31,Net Banking
05-11-2024,Kavya Manne,Beauty,Perfume,Perfume Laudantium,3,50954,20,122289.6,10100.8,Net Banking
05-08-2025,Azad Chaudhry,Toys,Doll,Doll Corporis,2,5007,20,8011.2,1968.74,COD
20-02-2024,Kartik Bahl,Home Decor,Lamp,Lamp Dolorem,4,62119,10,223628.4,55725.11,Net Banking
24-02-2025,Rhea Sanghvi,Beauty,Lipstick,Lipstick Iure,4,20217,0,80868,6742.94,UPI
30-03-2025,Jayan Dara,Sports,Dumbbells,Dumbbells Distinctio,3,25307,20,60736.8,11776.86,COD
02-01-2024,Jivika Dua,Beauty,Foundation,Foundation Quisquam,4,23916,0,95664,15179.03,COD
08-09-2024,Saksham Rana,Books,Comics,Comics Voluptatibus,3,6415,15,16358.25,1430.73,Credit Card
15-12-2023,Mamooty Wagle,Books,Non-Fiction,Non-Fiction Amet,4,43919,10,158108.4,23976.18,Net Banking
18-10-2023,Hrishita Bhargava,Electronics,Mobile,Mobile Aperiam,5,43422,10,195399,16213.31,Debit Card
21-11-2023,Taran Chaudhary,Sports,Tennis Racket,Tennis Racket Dignissimos,2,54001,0,108002,16629.38,COD
20-07-2024,Diya Char,Toys,Puzzle,Puzzle Quaerat,4,13912,5,52865.6,3136.41,COD
18-08-2024,Mishti Yogi,Sports,Tennis Racket,Tennis Racket Pariatur,3,44421,10,119936.7,14181.28,Net Banking
01-07-2024,Mishti Keer,Books,Fiction,Fiction Ipsam,4,26402,15,89766.8,11167.83,Credit Card
20-10-2023,Rati Grewal,Books,Fiction,Fiction Quibusdam,2,48812,20,78099.2,5054.2,Debit Card
31-08-2025,Chirag Chada,Books,Fiction,Fiction Velit,2,16765,20,26824,3134.93,Net Banking
15-03-2024,Azad Kota,Electronics,Headphones,Headphones Laudantium,4,70205,0,280820,59885,Net Banking
24-05-2024,Sahil Raj,Home Decor,Wall Art,Wall Art Unde,3,79374,15,202403.7,48725.77,Net Banking
09-11-2024,Aayush Toor,Electronics,Mobile,Mobile Velit,1,50990,0,50990,11837.53,UPI
15-01-2024,Nayantara Sandhu,Groceries,Sugar,Sugar Inventore,5,3019,0,15095,858.18,Net Banking
22-10-2023,Anahi Sarma,Kitchen,Juicer,Juicer Illo,2,69886,0,139772,23487.65,Debit Card
29-05-2024,Shaan Dua,Kitchen,Mixer Grinder,Mixer Grinder Iste,1,13377,0,13377,1758.03,Debit Card
22-08-2025,Lakshit Deo,Clothing,Men's Wear,Men's Wear Error,3,53574,20,128577.6,25557.86,Net Banking
13-08-2025,Alisha Dhar,Home Decor,Clock,Clock Iusto,4,16159,10,58172.4,10005.43,Credit Card
18-09-2024,Tarini Doctor,Furniture,Bed,Bed Animi,4,54791,15,186289.4,12177.83,UPI
02-06-2024,Krish Solanki,Books,Comics,Comics Molestiae,2,50012,15,85020.4,4700.81,Credit Card
18-03-2025,Saksham Kumar,Toys,RC Car,RC Car Iure,4,73997,5,281188.6,55793.97,COD
14-07-2024,Hunar Goda,Clothing,Women's Wear,Women's Wear Nostrum,5,51750,10,232875,13220.24,COD
19-02-2024,Uthkarsh Bhat,Beauty,Face Cream,Face Cream Corrupti,3,33780,10,91206,17898.65,COD
